descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento com 1 suíte à venda, 34m² por R$ 398.000,00 - Água Verde - Curitiba/PR;Travessa Rafael Francisco Greca;['34'];[1];[1];-;398000;280;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-com-garagem-34m2-venda-RS398000-id-2534795515/
Apartamento para Venda em Curitiba, Água Verde, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Álvaro Andrade;['94'];[3];[2];-;390000;660;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS390000-id-2542290087/
Ap. 3 quartos muito ensolarado e mobiliado no Água Verde;Rua Professor Assis Gonçalves;['172'];[3];[4];-;570000;402;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-123m2-venda-RS570000-id-2538076268/
CURITIBA - Apartamento Padrão - Água Verde;Rua Monsenhor Manoel Vicente;['111'];[3];[2];-;770000;370;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-90m2-venda-RS770000-id-2541648780/
Edifício Vila Real - 2 Quartos Com Suíte,Semi Mobiliado, Churrasqueira na Sacada;Rua Ubaldino do Amaral;[];[2];[2];-;540000;399;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-gloria-bairros-curitiba-com-garagem-64m2-venda-RS540000-id-2537108310/
Apartamento à venda, 83 m² por R$ 309.000,00 - Alto da Glória - Curitiba/PR;Rua Floriano Essenfelder;['122'];[3];[2];-;309000;390;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-83m2-venda-RS309000-id-2538333197/
APARTAMENTO com 2 dormitórios à venda por R$ 684.800,00 no bairro Mercês - CURITIBA / PR;Rua Visconde do Rio Branco;['72'];[2];[2];-;684800;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS684800-id-2544017176/
OFERTA - Apartamento com 3 quartos à venda, 131m² por R$1.000.000 - Jardim Botânico - Curitiba/PR;-;['208'];[3];[3];-;1000000;980;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-com-garagem-131m2-venda-RS1000000-id-2525149090/
apartamento decorado e mobiliado a venda no bairro Água Verde;Rua Monsenhor Manoel Vicente;['222'];[3];[5];-;1450000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-130m2-venda-RS1450000-id-2537492160/
Apartamento com 3 dormitórios à venda, 76 m² por R$ 335.000,00 - Alto da Glória - Curitiba/PR;Rua Fernando Amaro;['112'];[3];[2];-;335000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-76m2-venda-RS335000-id-2543498603/
BOSCO CENTRALLE;Rua Mariano Torres;[];[2];[2];-;879900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-72m2-venda-RS879900-id-2519051652/
APARTAMENTO com 2 dormitórios à venda com 98.94m² por R$ 481.500,00 no bairro Mercês - CURITIBA / PR;Rua Mamoré;['98'];[2];[1];-;481500;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-71m2-venda-RS481500-id-2535754913/
Apartamento com 2 dormitórios, 43 m² - venda por R$ 128.000,00 ou aluguel por R$ 650,00/mês - Tatuqu;Avenida Pero Vaz de Caminha;['43'];[2];[1];-;650;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tatuquara-bairros-curitiba-com-garagem-43m2-venda-RS128000-id-2529127810/
Curitiba - Apartamento Padrão - Água Verde;-;['240'];[3];[4];-;1750000;2000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-190m2-venda-RS1750000-id-2541673894/
Apartamento com 3 dormitórios à venda, 61 m² por R$ 249.000,00 - Capão Raso - Curitiba/PR;Rua Atílio Brunetti;['98'];[3];[1];-;249000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-61m2-venda-RS249000-id-2532617984/
Apartamento residencial para venda, Ahú, Curitiba - AP7487.;Rua Campos Sales;['171'];[3];[5];-;1637445;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-171m2-venda-RS1637445-id-2507558241/
Apartamento com 3 dormitórios à venda, 77 m² por R$ 460.000 - Cristo Rei - Curitiba/PR;Rua Urbano Lopes;['77'];[3];[2];-;460000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-77m2-venda-RS460000-id-2543022290/
APARTAMENTO ÁGUA VERDE;Rua Guilherme Pugsley;['115'];[3];[1];-;550000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-115m2-venda-RS550000-id-2543120998/
Apartamento com 4 dormitórios à venda, 283 m² por R$ 1.750.000,00 - Batel - Curitiba/PR;Alameda Dom Pedro II;['379'];[4];[5];-;1750000;3000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-283m2-venda-RS1750000-id-2530601681/
Lançamento padrão no Ecoville, para você morar com estilo e conforto!;Rua José Izidoro Biazetto;['179'];[3];[2];-;822328;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-104m2-venda-RS822328-id-2514743983/
Lindo Apartamento mobiliado - Com garagem - Face norte - Semi-novo;-;['36'];[1];[1];-;304900;250;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-36m2-venda-RS304900-id-2544263502/
Amplo apto 3 dormitórios (1 suíte) Mobiliado no bairro Vila Izabel. Desocupado!;-;['135'];[3];[2];-;533000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-87m2-venda-RS533000-id-2541822689/
Excelente apartamento 3 quartos em Portão - Curitiba - PR;Rua Engenheiro Niepce da Silva;['157'];[3];[2];-;540000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-103m2-venda-RS540000-id-2542503284/
Duplex residencial para venda, Juvevê, Curitiba - AD5394.;Rua Nicolau Maeder;['236'];[4];[6];-;3227239;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-236m2-venda-RS3227239-id-2516215791/
Vendas Apartamento Curitiba PR;Rua Bom Jesus;['75'];[2];[2];-;718939;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-75m2-venda-RS718939-id-2537620296/
CURITIBA - Apartamento Padrão - Vila Izabel;Rua Guararapes;['127'];[3];[3];-;968681;658;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-103m2-venda-RS968681-id-2542709674/
CURITIBA - Apartamento Padrão - Cabral;-;['133'];[3];[2];-;409000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-89m2-venda-RS409000-id-2542534177/
Localização e peças amplas;Rua Martim Afonso;['177'];[3];[3];-;460000;799;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-125m2-venda-RS460000-id-2529572035/
Essa cobertura vai te surpreender com a localização privilegiada no bairro Batel e o melhor valor de;Rua Lamenha Lins;['180'];[2];[2];-;580000;989;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-108m2-venda-RS580000-id-2539209835/
APARTAMENTO COM DECORAÇÃO INCRIVEL NO AGUA VERDE!;Avenida República Argentina;['120'];[3];[1];-;562000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-92m2-venda-RS562000-id-2542616388/
Esplêndido apto - Alto padrão;-;['217'];[3];[4];-;1445000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-148m2-venda-RS1445000-id-2436542291/
Apartamento para venda tem 91 metros quadrados com 2 quartos em Água Verde - Curitiba - PR;Rua Marquês do Paraná;[];[2];[2];-;919999;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-91m2-venda-RS919999-id-2540379975/
Apartamento com 2 dormitórios à venda, 70 m² por R$ 592.732,34 - Mercês - Curitiba/PR;Alameda Júlia da Costa;['139'];[2];[2];-;592732;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-71m2-venda-RS592732-id-2528702496/
Vende-se apartamento 3 quartos e 1 banheiro em Cristo Rei-Curitiba-Paraná;Avenida São José;['67'];[3];[1];-;235000;390;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-67m2-venda-RS235000-id-2543419777/
EDIFÍCIO DENMARK;Rua Quintino Bocaiúva;[];[3];[5];-;2269900;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-229m2-venda-RS2269900-id-2518889794/
Apartamento com 3 dormitórios à venda, 93 m² por R$ 300.000,00 - Água Verde - Curitiba/PR;Avenida Água Verde;['122'];[3];[2];-;300000;332;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-93m2-venda-RS300000-id-2538594103/
Apartamento à venda, 65 m² por R$ 325.000,00 - Vila Izabel - Curitiba/PR;Rua Professor Álvaro Jorge;['71'];[3];[2];-;325000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-65m2-venda-RS325000-id-2540278398/
APARTAMENTO COM 3 SUÍTES E 3 VAGAS NO CABRAL;Rua Campos Sales;[];[3];[5];-;1890000;1500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-168m2-venda-RS1890000-id-2536721290/
Apartamento para venda possui 64 metros quadrados com 2 quartos em Parolin - Curitiba - PR;Rua João Viana Seiler;[];[2];[2];-;337500;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-parolin-bairros-curitiba-com-garagem-64m2-venda-RS337500-id-2529367577/
Apartamento com 03 quartos à venda no Cabral;Rua Doutor Manoel Pedro;['173'];[3];[3];-;450000;760;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-129m2-venda-RS450000-id-2534304779/
Apartamento para venda com 62 metros quadrados com 2 quartos em Tingui - Curitiba - PR;Rua Guido Scotti;['72'];[2];[1];-;288000;360;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-62m2-venda-RS288000-id-2524993903/
CURITIBA - Apartamento Padrão - Água Verde;Rua Marquês do Paraná;['145'];[2];[2];-;961507;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-91m2-venda-RS961507-id-2542332389/
Fantástico apartamento no melhor do bairro Juvevê;Rua Simão Bolivar;['330'];[3];[5];-;1850000;960;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-239m2-venda-RS1850000-id-2542090085/
Apartamento para venda possui 200 metros quadrados com 3 quartos em Água Verde - Curitiba - PR;Rua Palmeiras;['250'];[3];[2];-;990000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-200m2-venda-RS990000-id-2527859589/
Ed. La Place - Torre La Concord com 4 dormitórios à venda, 271 m² por R$ 4.500.000 - Água Verde - Cu;Avenida Iguaçu;['271'];[4];[6];-;4500000;1684;https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-271m2-venda-RS4500000-id-2535015561/
Apartamento com 3 dormitórios à venda, 51 m² por R$ 190.000,00 - Campo Comprido - Curitiba/PR;Rua Almir Nelson de Almeida;['62'];[3];[1];-;190000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-51m2-venda-RS190000-id-2489424850/
Finalmente você encontrou o apartamento dos seus sonhos na Precisão Imóveis!;Rua Lothario Boutin;['89'];[3];[2];-;250000;320;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-89m2-venda-RS250000-id-2525323475/
APARTAMENTO em CURITIBA - PR, no bairro Xaxim;Rua Vereador Aurelino Mader Gonçalves;['85'];[2];[1];-;265000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-85m2-venda-RS265000-id-2539189085/
Apartamento garden 72m² privativos + 18m² garden + 2 vagas + vista da Araucária e sol da tarde!;Rua Álvaro Alvim;['120'];[2];[2];-;789900;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-champagnat-bairros-curitiba-com-garagem-90m2-venda-RS789900-id-2544631087/
Apartamento para Venda em Curitiba, Água Verde, 3 dormitórios, 2 banheiros, 1 vaga;Avenida Presidente Getúlio Vargas;['118'];[3];[2];-;420000;220;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-94m2-venda-RS420000-id-2504598416/
Apartamento à venda, 3 quartos, 1 vaga, condomínio clube, Vila Izabel - Curitiba/PR;Rua Professor Álvaro Jorge;['83'];[3];[2];-;425000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-64m2-venda-RS425000-id-2534270792/
OFERTA! Apartamento com 3 Quartos à venda, 68 m² por R$ 360.000 - Capão Raso - Curitiba/PR;Rua Delegado Naby Paraná;['102'];[3];[2];-;360000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-68m2-venda-RS360000-id-2493410724/
Apartamento andar alto Bigorrilho;Rua Gastão Câmara;['100'];[3];[2];-;380000;454;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-73m2-venda-RS380000-id-2539434699/
APARTAMENTO 1 QUARTO BAIRRO XAXIM - CURITIBA - PR;Rodovia BR-116;['44'];[1];[1];-;160000;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-xaxim-bairros-curitiba-com-garagem-37m2-venda-RS160000-id-2510210628/
CURITIBA - Apartamento Padrão - Atuba;-;['90'];[3];[2];-;470000;100;https://www.vivareal.com.br/imovel/apartamento-3-quartos-atuba-bairros-curitiba-com-garagem-90m2-venda-RS470000-id-2539667458/
Apartamento Padrão;-;['130'];[3];[2];-;465000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-117m2-venda-RS465000-id-2542214031/
Graciosa Home Resort;-;['215'];[3];[2];-;1230000;1046;https://www.vivareal.com.br/imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-124m2-venda-RS1230000-id-2534243615/
Apartamento 2 quartos no Bigorrilho;Rua Marechal José Bernardino Bormann;['68'];[2];[1];-;295000;540;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-54m2-venda-RS295000-id-2544324502/
APARTAMENTO com 3 dormitórios à venda por R$ 1.450.000,00 no bairro Alto da Glória - CURITIBA / PR;Rua Carlos Eduardo Leão;['238'];[3];[3];-;1450000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-238m2-venda-RS1450000-id-2544016310/
Apartamento amplo 120m² com 3 suítes, de alto padrão para decorar a gosto. Cabral ctba Sellect;Rua Coronel Amazonas Marcondes;['143'];[2];[4];-;1060000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-120m2-venda-RS1060000-id-2543278986/
Lindo apartamento, decorado, 6° andar com vista, ensolarado.;Rua Guaratuba;['99'];[3];[2];-;380000;420;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-84m2-venda-RS380000-id-2544260401/
Apartamento para venda com 49 metros quadrados com 2 quartos em Novo Mundo - Curitiba - PR;Rua Frei Gaspar da Madre de Deus;['55'];[2];[2];-;230000;410;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-49m2-venda-RS230000-id-2544494682/
Living Yard, Apartamento 2 dormitórios, 70 m² - Guaíra - Curitiba;Rua Abel Scuissiato;['70'];[2];[2];-;375000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-70m2-venda-RS375000-id-2537269854/
Espetacular Apartamento Mobiliado com 3 quartos e 2 vagas perto Ecoville - Curitiba PR;Rua Professor João Falarz;['115'];[3];[2];-;530000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-95m2-venda-RS530000-id-2536392187/
Apartamento com 2 dormitórios à venda, 69 m² por R$ 398.000,00 - Vista Alegre - Curitiba/PR;Rua Jacob Wellner;['94'];[2];[2];-;398000;543;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vista-alegre-bairros-curitiba-com-garagem-70m2-venda-RS398000-id-2543767812/
Apto 2 Dorm no Bigorrilho;Rua Padre Anchieta;[];[2];[2];-;369000;540;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-57m2-venda-RS369000-id-2531490595/
Apartamento Bigorrilho;Rua Bruno Filgueira;['160'];[3];[3];-;560000;746;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-102m2-venda-RS560000-id-2534719155/
Apartamento semi-mobiliado 117m² 3 quartos 2 vagas no Bacacheri;Rua Jorge Bonn;['170'];[3];[2];-;600000;530;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-117m2-venda-RS600000-id-2541992220/
CURITIBA - Apartamento Padrão - Bigorrilho;Rua Coronel Joaquim Ignácio Taborda Ribas;['89'];[2];[2];-;546467;194;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-62m2-venda-RS546467-id-2542331452/
DUPLEX NO BAIRRO VILA IZABEL;Rua Professor Dario Veloso;['129'];[2];[3];-;1100000;800;https://www.vivareal.com.br/imovel/cobertura-2-quartos-vila-izabel-bairros-curitiba-com-garagem-109m2-venda-RS1100000-id-2537451543/
Apartamento com 2 dormitórios à venda, 69 m² por R$ 560.000,00 - Campina do Siqueira - Curitiba/PR;-;['90'];[2];[2];-;560000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-69m2-venda-RS560000-id-2541625759/
Apartamento à venda de 3 Quartos 1 Vaga no Spazio Castel Di Bettega - Portão;Rua João Bettega;['74'];[3];[2];-;309000;459;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-62m2-venda-RS309000-id-2525778213/
APARTAMENTO com 2 dormitórios à venda com 53m² por R$ 164.900,00 no bairro Campo Comprido - CURITIBA;Rua Almir Nelson de Almeida;['53'];[2];[1];-;164900;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-47m2-venda-RS164900-id-2540770312/
Apartamento no bairro Pinheirinho - Curitiba - PR;Rua Reinaldo Stocco;['61'];[2];[2];-;310000;335;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-61m2-venda-RS310000-id-2539389042/
Studio com vaga de garagem;Rua Nunes Machado;[];[1];[1];-;380000;1100;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-34m2-venda-RS380000-id-2540757275/
CURITIBA - Apartamento Padrão - Ecoville;Rua Rosa Kaint Nadolny;['401'];[3];[6];-;3500000;2700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-243m2-venda-RS3500000-id-2510523509/
APARTAMENTO NO XAXIM - TRÊS QUARTOS COM SUÍTE;Rua André Ferreira Camargo;['69'];[3];[2];-;255000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-62m2-venda-RS255000-id-2543019908/
Apartamento no bairro Vila Izabel - Curitiba - PR;Rua Tabajaras;['150'];[3];[2];-;559000;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-105m2-venda-RS559000-id-2541003085/
APARTAMENTO DE REVISTA, VISTA EM TODAS AS JANELAS, DECORADO NOS MÍNIMOS DETALHES!!!;Rua Paulo Gorski;['249'];[2];[4];-;2400000;1200;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mossungue-bairros-curitiba-com-garagem-160m2-venda-RS2400000-id-2543753580/
Apartamento 2 Quartos para Venda em Curitiba, Mossunguê, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Monsenhor Ivo Zanlorenzi;['92'];[2];[2];-;300000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mossungue-bairros-curitiba-com-garagem-53m2-venda-RS300000-id-2543395476/
Apartamento para venda possui 101 metros quadrados com 3 quartos em Cabral - Curitiba - PR;Rua Chichorro Júnior;[];[3];[3];-;750000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-101m2-venda-RS750000-id-2495606094/
Apartamento com 4 dormitórios à venda, 346 m² por R$ 3.830.000,00 - Hugo Lange - Curitiba/PR;Rua Prefeito Ângelo Ferrário Lopes;['515'];[4];[6];-;3830000;2789;https://www.vivareal.com.br/imovel/apartamento-4-quartos-hugo-lange-bairros-curitiba-com-garagem-347m2-venda-RS3830000-id-2542548404/
APARTAMENTO NO PINHEIRINHO 3 QUARTOS;Rua Guilherme Mazeto;['69'];[3];[1];-;167000;280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-69m2-venda-RS167000-id-2529073134/
Apartamento RESIDENCIAL em CURITIBA - PR, JARDIM BOTANICO;-;['81'];[3];[1];-;240000;320;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-73m2-venda-RS240000-id-2544526051/
Apartamento - Cristo Rei - REbrokers;Avenida Marechal Humberto de Alencar Castelo Branco;['71'];[3];[1];-;269900;130;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-71m2-venda-RS269900-id-2542924752/
Apartamento com 2 dormitórios no Sitio Cercado à venda, 47 m² por R$ 212.000 - Sítio Cercado - Curit;Rua Eduardo Pinto da Rocha;['53'];[2];[1];-;212000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-47m2-venda-RS212000-id-2539814575/
Apartamento para venda possui 98 metros quadrados com 3 quartos em Vila Izabel - Curitiba - PR;Rua Professor Álvaro Jorge;['152'];[3];[3];-;800000;880;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-98m2-venda-RS800000-id-2543393208/
Apartamento para venda com 3 quartos em Capão Raso - Curitiba - PR;Rua Dante Luiz Júnior;['61'];[3];[2];-;198000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-56m2-venda-RS198000-id-2542813680/
Apartamento com 1 dormitório à venda, 50 m² por R$ 185.000,00 - Santa Cândida - Curitiba/PR;Rua Fernando de Noronha;['60'];[1];[1];-;185000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-candida-bairros-curitiba-com-garagem-50m2-venda-RS185000-id-2543021751/
Apartamento com 3 quartos/suíte, lavabo, sala 2 ambientes, andar alto no coração do batel;Rua Bento Viana;['189'];[3];[3];-;639000;877;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-123m2-venda-RS639000-id-2524029690/
Ap. Rua Eduardo Sprada 41m2 + vaga carro coberta;Rua Eduardo Sprada;['41'];[2];[1];-;139000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-36m2-venda-RS139000-id-2543772124/
CURITIBA - Apartamento Padrão - Água Verde;Rua José Cadilhe;['255'];[3];[5];-;1250000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-139m2-venda-RS1250000-id-2542332385/
IMPERDÍVEL-R$ 158.000,00 desocupado, vaga de garagem indiv. e coberta , churrasqueira,;Rua José de Lima;['93'];[2];[1];-;158000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-42m2-venda-RS158000-id-2529666197/
Farfalle Ecoville – Apartamento Garden com 3 dormitórios à venda - Rua Clara Vendramin, 275, Mossung;Rua Clara Vendramin;['367'];[3];[4];-;1382490;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-274m2-venda-RS1382490-id-2534192891/
Apartamento reserva ecoville, 3 suítes, 166 m² privativos, alto, ensolarado, vista livre, 3 vagas;Rua Professor Pedro Viriato Parigot de Souza;['300'];[3];[5];-;1600000;900;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-166m2-venda-RS1600000-id-2535594283/
Apartamento semi mobiliado 52 metros quadrados com 2 quartos em Água Verde - Curitiba - PR;Travessa Rafael Francisco Greca;[];[2];[1];-;449900;560;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-52m2-venda-RS449900-id-2540341665/
Lançamento Studio Novo à venda, Ed. Casa Trajano Centro - Curitiba;-;['33'];[1];[1];-;227886;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-24m2-venda-RS227886-id-2543945006/
Apartamento com 2 dormitórios à venda, 76 m² por R$ 570.000,00 - São Francisco - Curitiba/PR;Rua Barão de Antonina;['97'];[2];[2];-;570000;518;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-77m2-venda-RS570000-id-2544126311/
CURITIBA - Apartamento Padrão - Xaxim;-;['67'];[3];[2];-;319700;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-67m2-venda-RS319700-id-2535454615/
APARTAMENTO com 3 dormitórios à venda com 139.89m² por R$ 420.000,00 no bairro Mercês - CURITIBA / P;Rua Visconde do Rio Branco;['139'];[3];[2];-;420000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-92m2-venda-RS420000-id-2536600682/
Apartamento para venda com 48 m² com 2 quartos garagem mobiliadoem Butiatuvinha - Curitiba - PR;Rua Luiz Pelegrino Toaldo;['50'];[2];[1];-;285000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-butiatuvinha-bairros-curitiba-com-garagem-48m2-venda-RS285000-id-2535445475/
Ótimo apartamento no Alto da Glória com 3 dormitórios , uma suíte e duas vagas;Avenida João Gualberto;['176'];[3];[3];-;695000;980;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-124m2-venda-RS695000-id-2544007286/
